,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,BACA,BAS,BBR,BBRL,BEAM,BEER,BF,BFD,BJD,BORN,BREW,BRH,BUD,CCU,CDB,CDG,CDL,CEDC,CFN,CGAS,CHLN,CKB,CNB,CNWN,CREG,CU,CUE,DCS,DEO,DIL,DR,DRE,FAL,FALB,FO,GBL,GDS,GENBB,GHB,GRRR,GWT,HAN,HBL,HIR,HOOK,HTC,IBCO,JACQ,KNBWY,LONE,LQU,MGPI,MLB,MWGP,NBW,NDC,OLYB,PABT,PFB,PTBC,PTT,RAIN,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SFR,SH,SLZ,STZ,SXC,TAP,TBVT,TFI,TFZ,THT,THTR,TYLR,VCO,VO,FARM,GMCR,JVA,PEET,Excess Return on the Market,SMB,HML,MOM,USREC
31/03/1969,,,,12.625,,40.5,,,,,,,,,,,19.75,,,,,,,,,,,,,,,11.25,,,,,47,,3.75,42,,12.375,,,,16.75,,,,,,35.5,39,,13.5,,,,,,,,,,,,,,,,,27.875,,,,,,,,34.5,35,55.625,,,,,,12.75,,,,,,,,,,0.0264,-0.0026,-0.0052,0.0395,0
30/04/1969,,,,13,,42.5,,,,,,,,,,,19.75,,,,,,,,,,,,,,,11.75,,,,,47.5,,3.5,39.5,,14.125,,,,16,,,,,,35,38.25,,12.875,,,,,,,,,,,,,,,,,32.125,,,,,,,,39.5,32.5,63,,,,,,12.25,,,,,,,,,,0.0146,-0.0087,-0.0003,0.0117,0
31/05/1969,,,,14.875,,26,,,,,,,,,,,19.625,,,,,,,,,,,,,,,12.5,,,,,56.875,,2.75,19.5,,13,,,,18,,,,,,35.75,41.25,,12.875,,,,,,,,,,,,,,,,,31,,,,,,,,38,31.25,65.25,,,,,,13.125,,,,,,,,,,-0.001,-0.0022,0.0072,0.0168,0
30/06/1969,,,,12.75,,23.75,,,,,,,,,,,20.4375,,,,,,,,,,,,,,,9,,,,,51.5,,2.8125,18,,12,,,,15.625,,,,,,32,39,,10.875,,,,,,,,,,,,,,,,,26.125,,,,,,,,42,30,61.5,,,,,,10.75,,,,,,,,,,-0.0718,-0.0541,-0.0109,-0.0223,0
31/07/1969,,,,10.875,,23,,,,,,,,,,,19.375,,,,,,,,,,,,,,,8,,,,,48,,2.6875,18.25,,10.125,,,,14.625,,,,,,33.25,40,,10.75,,,,,,,,,,,,,,,,,27.25,,,,,,,,38.625,23.125,60.75,,,,,,9.25,,,,,,,,,,-0.07,-0.0322,0.0118,0.0164,0
31/08/1969,,,,10.25,,25.375,,,,,,,,,,,20.25,,,,,,,,,,,,,,,9.125,,,,,47.0625,,2.78125,17.625,,10.875,,,,17.875,,,,,,37.5,42.5,,10.75,,,,,,,,,,,,,,,,,31.5,,,,,,,,44.375,25,64,,,,,,9.625,,,,,,,,,,0.0468,0.0089,-0.0377,0.0214,0
30/09/1969,,,,9.25,,22.625,,,,,,,,,,,20.25,,,,,,,,,,,,,,,8.125,,,,,47.875,,2.875,17,,10.75,,,,16,,,,,,36.125,43,,9.875,,,,,,,,,,,,,,,,,29.5,,,,,,,,40.875,24.5,65.25,,,,,,8.875,,,,,,,,,,-0.0298,0.0114,-0.0319,0.0253,0
31/10/1969,,,,12.75,,21.875,,,,,,,,,,,22.75,,,,,,,,,,,,,,,8.375,,,,,51,,2.625,19.875,,14.125,,,,16.375,,,,,,40.125,47,,13.125,,,,,,,,,,,,,,,,,28.375,,,,,,,,49,26.25,74.75,,,,,,10.125,,,,,,,,,,0.0506,0.0387,-0.031,-0.0432,0
30/11/1969,,,,13.875,,21.25,,,,,,,,,,,22,,,,,,,,,,,,,,,8.25,,,,,49.5,,2.5625,17.875,,11.125,,,,14.8125,,,,,,40,47.375,,12,,,,,,,,,,,,,,,,,27.5,,,,,,,,49.5,22.5,74.75,,,,,,8.125,,,,,,,,,,-0.0379,-0.0258,-0.0121,0.036,0
31/12/1969,,,,11.625,,20,,,,,,,,,,,20.625,,,,,,,,,,,,,,,7.875,,,,,48.5,,,16.875,,9.625,,,,14,,,,,,41.125,47.5,,10.75,,,,,,,,,,,,,,,,,26,,,,,,,,51.5,23.625,75,,,,,,7.375,,,,,,,,,,-0.0263,-0.0372,-0.0284,0.0505,0
31/01/1970,,,,12,,20,,,,,,,,,,,20.625,,,,,,,,,,,,,,,7.25,,,,,48.375,,,16,,9.875,,,,14.75,,,,,,40.5,46,,11.75,,,,,,,,,,,,,,,,,25.75,,,,,,,,53.125,21.25,79.25,,,,,,6.875,,,,,,,,,,-0.081,0.0295,0.0312,0.0063,1
28/02/1970,,,,13.5,,20.0625,,,,,,,,,,,22.5,,,,,,,,,,,,,,,7.75,,,,,48.25,,,16.25,,8.625,,,,14.5,,,,,,44,48.75,,11.375,,,,,,,,,,,,,,,,,31.125,,,,,,,,57,24,84,,,,,,7.75,,,,,,,,,,0.0513,-0.0256,0.0393,0.0012,1
31/03/1970,,,,11.875,,20.25,,,,,,,,,,,26.75,,,,,,,,,,,,,,,7.625,,,,,50,,,17.375,,8.375,,,,15.25,,,,,,44.5,47.875,,12,,,,,,,,,,,,,,,,,31.625,,,,,,,,55,24.25,75.625,,,,,,6.625,,,,,,,,,,-0.0106,-0.023,0.0399,-0.0029,1
30/04/1970,,,,10,,19.25,,,,,,8.75,,,,,22.75,,,,,,,,,,,,,,,7,,,,,45,,,16.25,,7.125,,,,13.25,,,,,,39.875,43.5,,10.875,,,,,,,,,,,,,,,,,26.875,,,,,,,,42.875,21.75,70.625,,,,,,4,,,,,,,,,,-0.11,-0.0612,0.0617,-0.0073,1
31/05/1970,,,,8.625,,18.5,,,,,,8.375,,,,,20.75,,,,,,,,,,,,,,,6,,,,,40,,,16.375,,7,,,,12.125,,,,,,37,38.125,,10.25,,,,,,,,,,,,,,,,,26.625,,,,,,,,45.125,20.75,67.75,,,,,,3.375,,,,,,,,,,-0.0692,-0.0456,0.0332,-0.0273,1
30/06/1970,,,,7.875,,18.375,,,,,,8.375,,,,,23,,,,,,,,,,,,,,,6.125,,,,,42.875,,,14.625,,6,,,,11.625,,,,,,34.875,39.125,,10.375,,,,,,,,,,,,,,,,,29.125,,,,,,,,43.125,19.875,62.75,,,,,,3.75,,,,,,,,,,-0.0579,-0.0214,0.006,0.0578,1
31/07/1970,,,,8.5,,17.8125,,,,,,8.625,,,,,23.25,,,,,,,,,,,,,,,7.375,,,,,44.6875,,,15.625,,6.875,,,,11.3125,,,,,,37.375,41.25,,10.3125,,,,,,,,,,,,,,,,,29.125,,,,,,,,39.5,20.75,68,,,,,,3.875,,,,,,,,,,0.0693,-0.005,0.0091,-0.0294,1
31/08/1970,,,,8.625,,17.125,,,,,,8.25,,,,,24.0625,,,,,,,,,,,,,,,7.5,,,,,44.875,,,15,,6.5,,,,12.75,,,,,,39,39.5,,9.8125,,,,,,,,,,,,,,,,,27,,,,,,,,34.25,23.125,61.25,,,,,,3.625,,,,,,,,,,0.0449,0.0153,0.0127,-0.065,1
30/09/1970,,,,8,,19.25,,,,,,9.75,,,,,23.75,,,,,,,,,,,,,,,7.375,,,,,48.375,,,16,,6.625,,,,14.75,,,,,,39.75,42,,9.75,,,,,,,,,,,,,,,,,26.5,,,,,,,,28,26.375,62.5,,,,,,4.875,,,,,,,,,,0.0418,0.0859,-0.0552,-0.0892,1
31/10/1970,,,,7.375,,17.625,,,,,,9.5,,,,,23.75,,,,,,,,,,,,,,,7.125,,,,,47.625,,,15.25,,5.875,,,,14.75,,,,,,43,42.75,,9.4375,,,,,,,,,,,,,,,,,22.375,,,,,,,,30,26.25,60,,,,,3.875,,,,,,,,,,,-0.0228,-0.0422,0.0021,0.0961,1
30/11/1970,,,,6.5,,17.125,,,,,,8.5,,,,,23,,,,,,,,,,,,,,,6.5,,,,,48,,,14.875,,5.75,,,,12.625,,,,,,47,39,,8.5,,,,,,,,,,,,,,,,,23.625,,,,,,,,31.75,24.875,61.75,,,,,3.375,,,,,,,,,,,0.046,-0.0394,0.017,0.0289,1
31/12/1970,,,,6.875,,17.25,,,,,,8.875,,,,,24.75,,,,,,,,,,,,,,,7.125,,,,,49.125,,,16,,5.625,,,,13,,,,,,46,38.875,,8.625,,,,,,,,,,,,,,,,,26.25,,,,,,,,27,25.5,69,,,,,4,,,,,,,,,,,0.0572,0.0292,0.0099,-0.0219,0
31/01/1971,,,,8.25,,20.25,,,,,,11.25,,,,,25.3125,,,,,,,,,,,,,,,7.75,,,,,54,,,17.25,,7.125,,,,13.125,,,,,,45,41,,10.5,,,,,,,,,,,,,,,,,28.875,,,,,,,,31.875,28.625,68.625,,,,,4.75,,,,,,,,,,,0.0484,0.0738,0.0148,-0.0671,0
28/02/1971,,,,9,,20.125,,,,,,11,,,,,25.75,,,,,,,,,,,,,,,8.375,,,,,55.25,,,17.875,,8,,,,12.25,,,,,,45.25,39.625,,10,,,,,,,,,,,,,,,,,31,,,,,,,,34.625,26.5,72.5,,,,,6,,,,,,,,,,,0.0141,0.0186,-0.0127,0.0081,0
31/03/1971,,,,9,,20.25,,,,,,10.75,,,,,26,,,,,,,,,,,,,,,7.625,,,,,55.5,,,18.125,,8.375,,,,12.25,,,,,,46.375,38.625,,10.125,,,,,,,,,,,,,,,,,32.125,,,,,,,,33,29.625,78,,,,,6.375,,,,,,,,,,,0.0413,0.0261,-0.0403,-0.0121,0
30/04/1971,,,,8.5,,20.75,,,,,,11.25,,,,,24.25,,,,,,,,,,,,,,,7.875,,,,,55,,,17.625,,7.875,,,,12.875,,,,,,48.625,38.75,,10,,,,,,,,,,,,,,,,,31.75,,,,,,,,28.875,27.75,85.75,,,,,6.125,,,,,,,,,,,0.0315,-0.0048,0.0081,0.0132,0
31/05/1971,,,,8.625,,19.875,,,,,,14.875,,,,,25.5625,,,,,,,,,,,,,,,7.25,,,,,54.25,,,17.125,,6.875,,,,12.25,,,,,,48.375,36.625,,9.3125,,,,,,,,,,,,,,,,,28.875,,,,,,,,27,26.625,87.5,,,,,5,,,,,,,,,,,-0.0398,-0.0104,-0.0141,0.0089,0
30/06/1971,,,,8.125,,19.25,,,,,,15,,,,,27.75,,,,,,,,,,,,,,,7.125,,,,,52,,,16.75,,7,,,,12.125,,,,,,44,37.125,,8.875,,,,,,,,,,,,,,,,,26.25,,,,,,,,24.875,,93,,,,,4.625,,,,,,,,,,,-0.001,-0.0148,-0.0194,0.0272,0
31/07/1971,,,,8.5,,17.75,,,,,,14.75,,,,,30.5,,,,,,,,,,,,,,,6.875,,,,,54.625,,,15.875,,6.25,,,,11.8125,,,,,,38.5,36.75,,8.375,,,,,,,,,,,,,,,,,20,,,,,,,,23.875,,93,,,,,4.625,,,,,,,,,,,-0.045,-0.0151,-0.0001,-0.0237,0
31/08/1971,,,,8.125,,17.75,,,,,,17,,,,,29,,,,,,,,,,,,,,,6.875,,,,,58.5,,,15.625,,6.125,,,,11.125,,,,,,43.625,36.25,,8.75,,,,,,,,,,,,,,,,,21,,,,,,,,22.375,,94,,,,,4.25,,,,,,,,,,,0.0379,-0.0015,0.0264,0.0351,0
30/09/1971,,,,9.625,,19,,,,,,18.125,,,,,28.5,,,,,,,,,,,,,,,6.5,,,,,59.125,,,15.125,,5.75,,,,10.0625,,,,,,42.75,35.75,,8.75,,,,,,,,,,,,,,,,,17.5,,,,,,,,16,,94.5,,,,,4.5,,,,,,,,,,,-0.0085,0.0051,-0.0291,0.0209,0
31/10/1971,,,,7.875,,17.875,,,,,,17.875,,,,,30.375,,,,,,,,,,,,,,,6,,,,,55.875,,,14.75,,5.75,,,,10,,,,,,46,37.875,,8.5,,,,,,,,,,,,,,,,,16.875,,,,,,,,14.875,,92,,,,,3.875,,,,,,,,,,,-0.0442,-0.0174,-0.0048,0.0046,0
30/11/1971,,,,7,,16.5,,,,,,18.25,,,,,27.875,,,,,,,,,,,,,,,6.25,,,,,53.75,,,13.875,,5.875,,,,9.875,,,,,,47.625,38.25,,7.9375,,,,,,,,,,,,,,,,,16.25,,,,,,,,14.5,,95.5,,,,,3.25,,,,,,,,,,,-0.0046,-0.0278,-0.017,0.0148,0
31/12/1971,,,,8.25,,17.75,,,,,,18.625,,,,,31.125,,,,,,,,,,,,,,,6.875,,,,,34,,,15.875,,8.5,,,,10.375,,,,,,54,42.125,,8.25,,,,,,,,,,,,,,,,,18.375,,,,,,,,16.5,,109,,,,,4,,,,,,,,,,,0.0871,0.0326,-0.0041,-0.0068,0
31/01/1972,,,,9.5,,22.25,,,,,,19,,,,,31.875,,,,,,,,,,,,,,,8.125,,,,,34.25,,,16.5,,7.625,,,,13.5,,,,,,51.5,46.375,,9.125,,,,,,,,,,,,,,,,,20.25,,,,,,,,18.25,,108.25,,,,,4.5,,,,,,,,,,,0.0249,0.0588,0.0227,0.0024,0
29/02/1972,,,,8.875,,21.75,,,,,,19,,,,,31.875,,,,,,,,,,,,,,,8.875,,,,,36.375,,,16.75,,8.25,,,,12.4375,,,,,,53.75,46.75,,9.75,,,,,,,,,,,,,,,,,23.25,,,,,,,,19.875,,124,,,,,5,,,,,,,,,,,0.0287,0.0131,-0.0277,0.027,0
31/03/1972,,,,9.625,,22.25,,,,,,16.25,,,,,35.375,,,,,,,,,,,,,,,8.375,,,,,34.625,,,16,,9.5,,,,12.625,,,,,,50,43.875,,9.875,,,,,,,,,,,,,,,,,25.5,,,,,,,,18.75,,122.25,,,,,5.5,,,,,,,,,,,0.0063,-0.0027,-0.0163,0.0291,0
30/04/1972,,,,7.875,,27,,,,,,16,,,,,32.875,,,,,,,,,,,,,,,7.625,,,,,37.375,,,17,,9.75,,,,12.5,,,,,,51.5,43.5,,10,,,,,,,,,,,,,,,,,18.5,,,,,,,,14.75,,135.5,,,,,5.25,,,,,,,,,,,0.0029,0.0008,0.001,0.029,0
31/05/1972,,,,7.5,,24.625,,,,,,14.25,,,,,32,,,,,,,,,,,,,,,8,,,,,37.5,,,16.625,,9.625,,,,11.3125,,,,,,59.375,46.875,,11.125,,,,,,,,,,,,,,,,,18,,,,,,,,14.75,,47.25,,,,,4.5,,,,,,,,,,,0.0125,-0.0273,-0.0272,0.0318,0
30/06/1972,,,,7.75,,24.125,,,,,,15.125,,,,,30.75,,,,,,,,,,,,,,,7.25,,,,,39.375,,,18.75,,8.75,,,,11,,,,,,60.25,45,,13,,,,,,,,,,,,,,,,,15.875,,,,,,,,13.5,,55.25,,,,,4.375,,,,,,,,,,,-0.0243,0.0024,-0.0249,0.0191,0
31/07/1972,,,,10,,23.625,,,,,,14.625,,,,,31.5,,,,,,,,,,,,,,,7.5,,,,,39,,,19.875,,7.375,,,,10.5,,,,,,57.25,46.25,,11.125,,,,,,,,,,,,,,,,,15,,,,,,,,12.375,,51.75,,,,,4.125,,,,,,,,,,,-0.008,-0.0287,0.0066,0.0274,0
31/08/1972,,,,9.125,,24.625,,,,,,,,,,,31.625,,,,,,,,,,,,,,,8.25,,,,,40,,,19.875,,7.125,,,,11,,,,,,60.75,48.25,,11.125,,,,,,,,,,,,,,,,,14.75,,,,,,,,11.625,,56.625,,,,,4,,,,,,,,,,,0.0326,-0.0403,0.0453,-0.0535,0
30/09/1972,,,,8.75,,24,,,,,,,,,,,30.125,,,,,,,,,,,,,,,7.375,,,,,38.875,,,17.125,,6.75,,,,10.8125,,,,,,58,48.3125,,10.625,,,,,,,,,,,,,,,,,14.5,,,,,,,,11.75,,60.25,,,,,3.75,,,,,,,,,,,-0.0114,-0.0265,0.0047,0.0176,0
31/10/1972,,,,7.5,,23.25,,,,,,,,,,,29.5,,,,,,,,,,,,,,,6.25,,,,,39,,,15.75,,5.75,,,,10.75,,,,,,55.5,49.5625,,10.3125,,,,,,,,,,,,,,,,,21,,,,,,,,11,,55.625,,,,,4.5,,,,,,,,,,,0.0052,-0.0273,0.0135,0.0076,0
30/11/1972,,,,6.875,,22.75,,,,,,,,,,,31.625,,,,,,,,,,,,,,,5.75,,,,,43.5,,,17.125,,5.75,,,,10.625,,,,,,56.375,52.25,,9.6875,,,,,,,,,,,,,,,,,21.5,,,,,,,,10.25,,59.375,,,,,4.375,,,,,,,,,,,0.046,-0.012,0.0483,-0.0514,0
31/12/1972,,,,7.125,,21.75,,,,,,,,,,,30.5,,,,,,,,,,,,,,,5.375,,,,,47.5,,,16.25,,5.125,,,,10.5,12.5,,9,,,58,52.75,,9.625,,19.75,,12.0625,,,,,,,19,75.25,,,,5.9375,18.125,,,,,,,,8.875,,58.375,,,,14.375,4.875,,,3.75,45.125,,,25.875,,,,0.0062,-0.0195,-0.0219,0.0498,0
31/01/1973,,,,7.5,,21.25,,,,,,,,,,,30.25,,,,,,,,,,,,,,,5.75,,,,,44.75,,,15.75,,5.25,,,,10.625,12.75,,8,,,53,51.6875,,14,,16.75,,12.3125,,,,,,15.125,17.5,61.625,,,,5.0625,17.75,,,,,,,,8.375,,53.75,,,,14.375,4.625,,,4,49,,,20.5,,,,-0.0329,-0.0349,0.0268,0.0371,0
28/02/1973,,,,7,,26.75,,,,,,,,,,,30.75,,,,,,,,,,,,,,,5.5,19,,,,47,,,15.25,,4.875,,,,10.125,12.875,,7.5,,,51.25,51.375,,14,,15.25,14.4375,12.4375,,,,,,13.5,17.75,69,,,,4.6875,15,,,,,,,,8.375,,58.375,,,,13.75,4,,,3.75,50,,,17.25,,,,-0.0485,-0.0387,0.016,0.0212,0
31/03/1973,,,,6.5,,26,,,,,,,,,,,29,,,,,,,,,,,,,,,5,16.375,,,,43.25,,,15,,4.625,,,,9.875,13.25,,6.875,,,48.375,50.25,,15.25,,14.25,17.5625,11.8125,,,,,,12.375,18,70.25,,,,5.1875,14.75,,,,,,,,7.5,,63.75,,,,15.25,3.875,,,4.25,52.5,,,16.125,,,,-0.013,-0.0282,0.0262,0.0362,0
30/04/1973,,,,5.5,,25.125,,,,,,,,,,,27.625,,,,,,,,,,,,,,,4.875,13.75,,,,40.75,,,14.75,,4.25,,,,8.875,12.8125,,6,,,42.375,51.5,,13.125,,12.75,16.6875,12.125,,,,,,11.625,16.5,70,,,,4.5625,13.5,,,,,,,,8.25,,60.25,,,,12.75,3.5,,,4,45.75,,,12.875,,,,-0.0568,-0.0385,0.0542,0.0641,0
31/05/1973,,,,5.125,,20.5,,,,,,,,,,,20.5,,,,,,,,,,,,,,,4.375,11.5,,,,37.75,,,14.375,,3.875,,,,8.375,12.0625,11.875,4.75,,,41,51.25,,11.25,,11.75,17.3125,12.125,,,,,,7.6875,13.5,64.625,,,,5.3125,10.375,,,,,,,,7,,64.125,,,,9.75,2.625,,,3.75,43,,,12.625,,,,-0.0294,-0.063,0.0041,0.0709,0
30/06/1973,,,,6.75,,19.125,,,,,,,,,,,23.5,,,,,,,,,,,,,,,4.125,11.625,,,,38.375,,,13.75,,3.625,,,,8.5,,10.375,4.875,,,41.5,52.5,,11.25,,11.75,16.5625,12,,,,,,7.75,14.5,56.875,,,,4.9375,,,,,,,,,6.125,,61.125,,,,9.25,2.75,,,3.625,47.875,,,11.875,,,,-0.0157,-0.0285,0.0119,0.0432,0
31/07/1973,,,,5.8125,,21.5,,,,,,,,,,,22,,,,,,,,,,,,,,,4.375,10.625,,,,41.75,,,14.25,,3.5,,,,8.4375,,10.375,4.5,,,47.75,56.5,,12.625,,12,15.1875,11.25,,,,,,8.375,15,47,,,,5.3125,,,,,,,,,5.75,,66.125,,,,9.125,2.875,,,3.875,50.75,,,11.375,,,,0.0505,0.0797,-0.0526,-0.1169,0
31/08/1973,,,,5.375,,19.8125,,,,,,,,,,,21,,,,,,,,,,,,,,,4.375,8.75,,,,41,,,13.5,,3.25,,,,9.1875,9.875,9.75,3.625,,,52.75,54,,13.375,,12,14.3125,10.875,,,,,,6.75,14.5,39.875,,,,5.3125,,11.375,,,,,,,7,,64.5,,,,12.5,2.9375,,,3.875,48.625,,,11.875,,,,-0.0382,-0.0202,0.0106,0.0342,0
30/09/1973,,,,5.625,,19.625,,,,,,,,,,,21.875,,,,,,,,,,,,,,,4.5,13.75,,,,44.25,,,15,,3.25,,,,10,9.625,9.75,3.875,,,57.625,54.5,,14.625,,14,14.3125,10.75,,,,,,7.125,14.25,36.75,,,,5.1875,,13.125,,,,,,,6.625,,57,,,,14.375,3,,,4.375,50.375,,,10.375,,,,0.0475,0.0293,0.0224,-0.0703,0
31/10/1973,,,,9.25,,19,,,,,,,,,,,20.75,,,,,,,,,,,,,,,4.125,12.25,,,,47.75,,,16,,3.25,,,,8.6875,9.25,11.625,3,,,57.25,56.75,,15.125,,13,14.0625,10.75,,,,,,6.625,12.75,28.375,,,,5.0625,,11.5,,,,,,,5.625,,62.5,,,,9.75,4.25,,,4.625,46.375,,,11.875,,,,-0.0083,-0.0028,0.016,0.0674,0
30/11/1973,,,,6.75,,17,,,,,,,,,,,19,,,,,,,,,,,,,,3.875,,9.25,,,,41.625,,,13.5,,2.875,,,,7.375,8.625,9.375,2,,,49.375,53.1875,,15.125,,11,10.4375,10,,,,,,4.75,13.5,22.625,,,,4.5625,,12.875,,,,,,,5.125,,50.75,,,,11.25,3.5,,,3,41.375,,,9.875,,,,-0.1275,-0.0772,0.0399,0.0863,0
31/12/1973,,,,6.125,,16.5,,,,,,,,,,,15,,,,,,,,,,,,,,3.5,,7.25,,,,42.125,,,12.625,,2.125,,,,6,8.625,9.5,1.625,,,49.875,53,,16,,8,9.8125,9.5,,,,,,5.375,13,25.75,,,,4.3125,,13,,,,,,,3.75,,56,,,,9.375,3,,,4.375,36,,,8.125,,,,0.0061,-0.0537,0.0394,0.1039,1
31/01/1974,,,,6.875,,16.5,,,,,,,,,,,15.0625,,,,,,,,,,,,,,4.25,,7.5,,,,43,,,13.875,,3,,,,7.25,9.125,10.125,2.5,,,51.25,51.6875,,15.875,,11,10.4375,9.25,,,,,,6,13.25,22.5,,,,3.9375,,,,,,,,,7.875,,53.75,,,,,2.875,,,4.5,33,,,10.125,,,,-0.0017,0.0972,0.06,-0.0882,1
28/02/1974,,,,5.875,,17,,,,,,,,,,,13.5,,,,,,,,,,,,,,3.625,,9.25,,,,45.5,,,13.75,,2.875,,,,7.5,8.625,9.625,2,,,49.375,54,,16.125,,,11.1875,10.75,,,,,,6.625,16.5,21.375,,,,3.8125,,,,,,,,,6.625,,52.25,,,,,3.125,,,3.75,30,,,9.625,,,,-0.0047,-0.0002,0.025,0.0014,1
31/03/1974,,,,6,,16.5,,,,,,,,,,,13.5,,,,,,,,,,,,,,3.625,,10,,,,44.5,,,14.625,,3,,,,7.375,8.625,9,2.875,,,45,53.75,,16.1875,,,11.3125,10.375,,,,,,5.5,16.75,18.375,,,,3.9375,,,,,,,,,5.875,,52.5,,,,,3,,,3.375,24.5,,,11.375,,,,-0.0281,0.025,-0.0012,-0.0099,1
30/04/1974,,,,6.5,,16,,,,,,,,,,,13,,,,,,,,,,,,,,3.125,,8.25,,,,40.375,,,15.25,,2.75,,,,6.8125,8.625,7.875,3,,,42.75,46.625,,16.625,,,11.9375,9.625,,,,,,4.625,14.5,16,,,,4.1875,,,,,,,,,5.25,,54.5,,,,,2.75,,,2.75,21.25,,,9.125,,,,-0.0529,-0.0074,0.0087,0.02,1
31/05/1974,,,,5.75,,16,,,,,,,,,,,13.375,,,,,,,,,,,,,,2.625,,7.75,,,,38.75,,,15,,2.625,,,,7.0625,8.25,7.875,2.375,,,43.375,48.375,,17.3125,,,11.6875,9.25,,,,,,4.75,14,16.25,,,,3.8125,,,,,,,,,5.125,,47,,,,,2.625,,,2.75,18.5,,,8.375,,,,-0.0468,-0.0296,-0.0207,-0.0026,1
30/06/1974,,,,6,,14.5625,,,,,,,,,,,14.3125,,,,,,,,,,,,,,2.4375,,7,,,,37.75,,,13.625,,2.625,,,,6.75,7.75,8,1.875,,,43.375,46.625,,,,,11.1875,9,,,,,,3.875,15.25,14.5,,,,3.5625,,,,,,,,,4.875,,45.25,,,,,2.5625,,,2.875,16.5,,,7.875,,,,-0.0283,-0.0017,0.0079,0.0237,1
31/07/1974,,,,5.75,,11.5,,,,,,,,,,,10.6875,,,,,,,,,,,,,,2.25,,5.25,,,,33,,,13.125,,2.5,,,,6.75,7.875,7.125,1.625,,,38.25,42.375,,,,,9.5625,9.125,,,,,,3.875,14,15.125,,,,3.0625,,,,,,,,,4,,38.25,,,,,2.5,,,2.375,14.5,,,7.875,,,,-0.0805,0.0084,0.0517,0.0301,1
31/08/1974,,,,5.75,,9,,,,,,,,,,,8.875,,,,,,,,,,,,,,2.5,,4.5,,,,28.625,,,12.75,,2.25,,,,6.25,7.625,7,1.25,,,26,36.5,,,,,8.4375,8.25,,,,,,3.5625,11,14.25,,,,2.6875,,,,,,,,,3.875,,30.625,,,,,2,,,1.75,13.875,,,7.125,,,,-0.0935,-0.0072,0.0264,0.03,1
30/09/1974,,,,7.125,,6.625,,,,,,,,,,,8.625,,,,,,,,,,,,,,2.25,,3.875,,,,27.375,,,12.875,,1.875,,,,5.375,6.875,6.375,1.125,,,20.375,36.25,,,,,7.9375,8,,,,,,3.625,10.5,12.125,,,,2.4375,,,,,,,,,3.625,,19.25,,,,,2,,,1.75,12.375,,,6.125,,,,-0.1177,0.0027,0.0559,0.0432,1
31/10/1974,,,,7.0625,,8.75,,,,,,,,,,,9.25,,,,,,,,,,,,,,2.25,,5.0625,,,,33.25,,,14.25,,2.125,,,,6.375,7.125,6.625,0.875,,,24.25,38.6875,,,,,7.4375,8.5,,,,,,3.125,10,14.875,,,,2.5625,,,,,,,,,3.25,,20.5,,,,,2.1875,,,1.75,12.375,,,8.5,,,,0.161,-0.0346,-0.0988,-0.005,1
30/11/1974,,,,6.5,,9.125,,,,,,,,,,,8.625,,,,,,,,,,,,,,2.125,,3.75,,,,,,,14,,1.875,,,,5.6875,7.125,6.5,,,,26,35.5,,,,,8.4375,8.125,,,,,,3,8.75,16.625,,,,2.4375,,,,,,,,,2.875,,17.25,,,,,1.625,,,1.375,11.375,,33,8.25,,,,-0.0451,-0.0122,-0.002,0.0218,1
31/12/1974,,,,6.25,,8.25,,,,,,,,,,,8.125,,,,,,,,,,,,,,1.875,,2.75,,,,,,,14.25,,1.25,,,,4,6.625,6.875,,,,20.125,35.5,,,,,8.0625,7.75,,,,,,2.375,9.5,16.75,,,,2.1875,,,,,,,,,2.375,,15,,,,,1.125,,,1.375,10.5,,32.125,7.375,,,,-0.0345,-0.0483,0.0011,0.0295,1
31/01/1975,,,,7,,12.25,,,,,,,,,,,12,,,,,,,,,,,,,,2.5625,,4.5,,,,,,,16.375,,2.125,,,,6,7.125,7.5,,,,29.25,38.375,,,,,8.6875,9.125,,,,,,4.125,11.5,20.5,,,,2.6875,,,,,,,,,4.125,,19.75,,,,,1.75,,,1.625,16.875,,35.625,14.5,,,,0.1366,0.1115,0.0827,-0.1389,1
28/02/1975,,,,6.375,,10,,,,,,,,,,,12.75,,,,,,,,,,,,,,2.25,,4.375,,,,,,,15.5,,2.5,,,,5.625,7.625,7.75,,,,35.375,42.8125,,,,,9.9375,9.125,,,,,,4.625,15,23.5,,,,3.4375,,,,,,,,,4.25,,22.875,,,,,1.8125,,,2,17.875,,36.25,13.625,,,,0.0556,0.0016,-0.0444,-0.0055,1
31/03/1975,,,,6.125,,9,,,,,,,,,,,13.25,,,,,,,,,,,,,,3,,4.875,,,,,,,15.75,,2.75,,,,5.625,8.875,7.625,,,,38.375,39.75,,,,,10.4375,9.375,,,,,,4.5,13,27,,,,2.9375,,,,,,,,,4.625,,25.125,,,,,1.875,,,1.875,17.125,,30.125,14.25,,,,0.0266,0.0378,0.0239,-0.0199,1
