,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,BACA,BAS,BBR,BBRL,BEAM,BEER,BF,BFD,BJD,BORN,BREW,BRH,BUD,CCU,CDB,CDG,CDL,CEDC,CFN,CGAS,CHLN,CKB,CNB,CNWN,CREG,CU,CUE,DCS,DEO,DIL,DR,DRE,FAL,FALB,FO,GBL,GDS,GENBB,GHB,GRRR,GWT,HAN,HBL,HIR,HOOK,HTC,IBCO,JACQ,KNBWY,LONE,LQU,MGPI,MLB,MWGP,NBW,NDC,OLYB,PABT,PFB,PTBC,PTT,RAIN,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SFR,SH,SLZ,STZ,SXC,TAP,TBVT,TFI,TFZ,THT,THTR,TYLR,VCO,VO,FARM,GMCR,JVA,PEET,Excess Return on the Market,SMB,HML,MOM,USREC
31/01/1981,,,,6.75,15.375,,18.25,,,,,,,,,,52,,,,,32.75,,,,,,,1,,7,,5.9375,,,,,,,26.75,,,,,,22.625,29.75,31,1.5625,,,28.25,,,,,,22.8125,,,,,,,,13.125,14.8125,,,,,,,,,,,,,5.625,,10,,,,,2.625,,,,,,56.5,32.875,,,,-0.0504,0.0292,0.0672,-0.0794,0
28/02/1981,,,,7.125,14.3125,,18.6875,,,,,,,,,,56.75,,,,,34.5,,,,,,,0.8125,,6.875,,6,,,,,,,26.375,,,3.1875,,,26.5,25.75,30.75,1.4375,,,29.875,,,,,,21.75,,,,,,,,12.875,15.5625,,,,,,,,,,,,,6.75,,10.125,,,,,2.375,,,,,,56.25,37.75,,,,0.0057,-0.0034,0.0102,-0.0139,0
31/03/1981,,,,7.75,14.9375,,18.375,,,,,,,,,,62,,,,,34.75,,,,,,,0.8125,,7.125,,6.625,,,,,,,29.75,,,3.3125,,,26.875,26,35.875,1.6875,,,33.875,,,,,,23.75,,,,,,,,14.125,18.9375,,,,,,,,,,,,,7,,11.5,,,,,3,,,,,,55,35.75,,,,0.0356,0.0354,0.0064,0.0073,0
30/04/1981,,,,7.875,14,,18.375,,,,,,,,,,61,,,,,36.625,,,,,,,0.75,,7,,6.5,,,,,,,27.625,,,3.3125,,,23.75,25.25,39.375,1.59375,,,31.75,,,,,,25.5625,,,,,,,,14.5,16.6875,,,,,,,,,,,,,7.25,,10.25,,,,,2.75,,,,,,54,36.625,,,,-0.0211,0.044,0.0228,-0.0095,0
31/05/1981,,,,7.625,13.5625,,18.375,,,,,,,,,,59.5,,,,,37.625,,,,,,,0.625,,6.875,,6.25,,,,,,,25.75,,,3.4375,,,23.75,23.25,42.75,1.40625,,,34.375,,,,,,18.9375,,,,,,,,13.9375,16.4375,,,,,,,,,,,,,,,10,,,,,2.8125,,,,,,51.375,36.375,,,,0.0011,0.02,-0.0042,0.0375,0
30/06/1981,,,,7.125,13.8125,,18.3125,,,,,,,,,,61.625,,,,,37.75,,,,,,,0.59375,,6.5,,6.25,,,,,,,26.125,,,3.03125,,,23.75,23,30.75,1.8125,,,32.125,,,,,,20.1875,,,,,,,,14,16,,,,,,,,,,,,,,,10.375,,,,,2.5,,,,,,58.25,37.75,,,,-0.0236,-0.0083,0.0513,-0.059,0
31/07/1981,,,,7.375,13.4375,,19.5,,,,,,,,,,30.75,,,,,36.625,,,,,,,0.5,,5.75,,6.375,,,,,,,25.125,,,3.0625,,,23.25,27.25,29.25,1.5,,,30.5,,,,,,19.125,,,,,,,,14.3125,17.1875,,,,,,,,,,,,,,,14.125,,,,,2.625,,,,,,52.625,38.75,,,,-0.0154,-0.0218,-0.0049,-0.0252,0
31/08/1981,,,,7.25,12.5625,,15.5625,,,,,,,,,,30.5,,,,,34.375,,,,,,,0.421875,,5.125,,5.6875,,,,,,,23,,,2.5625,,,19.25,24.25,27.875,2.625,,,26.875,,,,,,19.4375,,,,,,,,13.5,14.125,,,,,,,,,,,,,,,14.75,,,,,2.25,,,,,,54,30.375,,,,-0.0704,-0.0194,0.0479,-0.0112,1
30/09/1981,,,,6.75,11.0625,,16.6875,,,,,,,,,,26.8125,,,,,36.625,,,,,,,0.46875,,4.125,,5.5625,,,,,,,23,,,2.625,,,16.875,21,27,1.5625,,,27.875,,,,,,17.8125,,,,,,,,13,13.875,,,,,,,,,,,,,,,14.125,,,,,2,,,,,,48,25.875,,,,-0.0717,-0.0265,0.0517,0.0197,1
31/10/1981,,,,6.875,10.875,,18.875,,,,,,,,,,28.875,,,,,43.125,,,,,,,0.40625,,4.125,,6,,,,,,,23.875,,,2.25,,,21.25,22.5,28,1.8125,,,31.75,,,,,,18.4375,,,,,,,,12.625,13.5,,,,,,,,,,,,,,,12.125,,,,,2,,,,,,53.5,30,,,,0.0492,0.0223,-0.0421,0.0407,1
30/11/1981,,,,6.5,11.6875,,17.625,,,,,,,,,,33.75,,,,,41.875,,,,,,,0.296875,,5.125,,8.5625,,,,,,,24.5,,,2.09375,,,20.25,17.75,26.75,1.4375,,,36.125,,,,,,20.375,,,,,,,,11.0625,15.125,,,,,,,,,,,,,,,11.25,,,,,2,,,,,,59,29.75,,,,0.0336,-0.0103,0.0185,-0.0026,1
31/12/1981,,,,6.625,10.4375,,18.1875,,,,,,,,,,34.875,,,,,41.125,,,,,,,0.375,,4.25,,7.5625,,,,,,,23.875,,,2.625,,,18.375,19,24.25,1.1875,,,34,,,,,,19.8125,,,,,,,,11.5625,15.4375,,,,,,,,,,,,,,,10.875,,,,,2,,,,,,57.625,28.125,,,,-0.0365,0.012,0.0082,0.0132,1
31/01/1982,,,,6.25,10.4375,,18.0625,,,,,,,,,,30.5,,,,,43,,,,,,,0.296875,,4.75,,8.1875,,,,,,,23.375,,,2.8125,,,17.625,17.25,21.375,1.4375,,,39.5,,,,,,18.5625,,,,,,,,12.9375,13,,,,,,,,,,,,,,,13.625,,,,,1.875,,,,,,53.5,27.25,,,,-0.0324,-0.0128,0.0319,0.0173,1
28/02/1982,,,,6.5,10.4375,,17.4375,,,,,,,,,,28.5625,,,,,42.75,,,,,,,0.234375,,5,,7.625,,,,,,,21.875,,,2.59375,,,16.125,17.75,22.875,1.25,,,37.375,,,,,,17.6875,,,,,,,,12,14.1875,,,,,,,,,,,,,,,13.25,,,,,3,,,,,,52.125,25.5,,,,-0.0586,0.0044,0.0605,0.05,1
31/03/1982,,,,5.75,11.5,,17.8125,,,,,,,,,,31.75,,,,,44.75,,,,,,,0.1875,,5.5,,7.6875,,,,,,,21.875,,,2.125,,,18.875,18,22,1,,,35.25,,,,,,16.8125,,,,,,,,12.4375,17.0625,,,,,,,,,,,,,,,14.875,,,,,2.75,,,,,,51,26.375,,,,-0.0187,-0.0021,0.0383,0.0293,1
30/04/1982,,,,5.875,12.1875,,17.6875,,,,,,,,,,35,,,,,49.75,,,,,,,0.203125,,6.5,,8.8125,,,,,,,22.5,,,2.9375,,,18.125,20.5,23,1.5,,,40.125,,,,,,18.3125,,,,,,,,16.9375,19.3125,,,,,,,,,,,,,,,16.5,,,,,2.125,,,,,,53.5,33.625,,,,0.0327,0.0147,-0.027,-0.0041,1
31/05/1982,,,,5.75,11.25,,17.875,,,,,,,,,,32.5,,,,,48.75,,,,,,,0.21875,,5.625,,8.1875,,,,,,,20.875,,,2.53125,,,17.5,19.75,25,1.375,,,37.875,,,,,,17.6875,,,,,,,,18.1875,20.9375,,,,,,,,,,,,,,,16.875,,,,,2.5,,,,,,51,31.375,,,,-0.0399,0.0052,0.0176,0.0255,1
30/06/1982,,,,8,10.8125,,16.9375,,,,,,,,,,31,,,,,51.75,,,,,,,0.234375,,5.375,,7.8125,,,,,,,21,,,2.8125,,,16.75,21.75,27,2.0625,,,37.25,,,,,,17,,,,,,,,20.875,20.625,,,,,,,,,,,,,,,,,,,,2.3125,,,,,,46.375,29.875,,,,-0.0309,-0.004,0.0155,0.05,1
31/07/1982,,,,8,10.625,,17.4375,,,,,,,,,,31.625,,,,,53.125,,,,,,,0.234375,,6,,9.4375,,,,,,,20.25,,,2.53125,,,23.125,21.625,28,1.875,,,57.25,,,,,,15.1875,,,,,,,,20.25,17.875,,,,,,,,,,,,,,,,,,,,2.5,,,,,,46.375,28.125,,,,-0.0319,0.0083,0.0009,0.0447,1
31/08/1982,,,,10.25,11.5625,,20.9375,,,,,,,,,,32.625,,,,,55,,,,,,,0.25,,7.375,,10.3125,,,,,,,22.875,,,2.3125,,,26.625,19.875,29.25,,,,54.75,,,,,,13.9375,,,,,,,,22.25,18.6875,,,,,,,,,,,,,,,,,,,,,,,,,,54.875,27.125,,,,0.1114,-0.0413,0.0093,-0.0352,1
30/09/1982,,,,10,11.5,,22,,,,,,,,,,33.75,,,,,59,,,,,,,0.296875,,7.25,,11.6875,,,,,,,23,,,3.03125,,,26.5,21.375,31.5,,,,55.25,,,,,,13.625,,,,,,,,22,18.4375,,,,,,,,,,,,,,,,,,,,,,,,,,59.125,26.75,,,,0.0129,0.0296,0.0027,0.0417,1
31/10/1982,,,,11.125,10.6875,,22.5625,,,,,,17.5,,,,37.5,,,,,62.5,,,,,,,0.28125,,8.625,,13.3125,,,,,,,25.25,,,3.1875,,,26.375,24.625,33.5,,,,,,,,,,13.8125,,,,,,,,21.8125,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,67.75,26.25,,,,0.113,0.0235,-0.0367,0.0003,1
30/11/1982,,,,11.125,13.5,,22.625,,,,,,,,,,36,,,,,68,,,,,,,0.296875,,8.875,,12.375,,,,,,,24.375,,,3.71875,,,25.875,23.75,37.5,,,,,,,,,,15.25,,,,,,,,23.8125,29,,,,,,,,,,,,,,,,,,,,,,,,,,68.5,31.125,,,,0.0467,0.0466,-0.0185,0.0589,1
31/12/1982,,,,9.625,12.25,,24.875,,,,,,,,,,34.5,,,,,64.5,,,,,,,0.28125,,9.375,,14.5625,,,,,,,24.5,,,3.5625,,,24.75,23.125,39.75,,,,,,,,,,17,,,,,,,,23.9375,21,,,,,,,,,,,,,,,,,,,,,,,,,,73.75,31.625,,,,0.0055,-0.0025,0.0001,0.0002,0
31/01/1983,,,,9.875,13.5,,26.3125,,,43,,,,,,,36.25,,,,,62.875,,,,,,,0.4375,,10.875,,18.375,,,,,,,25.5,,,4.3125,,,25.125,22,39.75,,,,,,,,,,16.625,,,,,,,,24.875,21.875,,,,,,,,,,,,,,,,,,,,,,,,,,76.375,32.5,,,,0.036,0.0271,-0.0071,-0.017,0
28/02/1983,,,,10.125,13.25,,26.3125,,,44.5,,,,,,,30.25,,,,,68.625,,,,,,,0.40625,,11.5,,18.5,,,,,,,25,,,4.34375,,,23.875,28,45.25,,,,,,,,,,16.375,,,,,,,,25.625,24,,,,,,,,,,,,,,,,,,,,,,,,,,84,33.875,,,,0.0259,0.0328,0.007,0.0383,0
31/03/1983,,,,10.625,15.25,,26.3125,,,44.75,,,,,,,34.75,,,,,73.75,,,,,,,0.296875,,11,,22.125,,,,,,,27,,,4.1875,,,26.375,30.875,47.75,,,,,,,,,,17.5625,,,,,,,,,46.625,,,,,,,,,,,,,,,,,,,,,,,,,,27.125,35.3125,,,,0.0282,0.0174,0.0201,0.0093,0
30/04/1983,,,,10.25,19.25,,26.1875,,,53.5,,,,,,,35.625,,,,,71.625,,,,,,,0.40625,,13.375,,24.375,,,,,,,27.75,,,5.46875,,,29.625,31.25,57.75,2,,,,,,,,,17.6875,,,,,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,29.75,36.5,,,,0.0667,0.0049,0.0051,0.018,0
31/05/1983,,,,11.75,20.625,,28,,,58.5,,,,,,,34.25,,,,,64.125,,,,,,,0.53125,,14.375,,24.375,,,,,,,30.375,,,4.875,,,32.375,33.75,55.5,2.625,,,,,,,,,17.9375,,,,,,,,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,30.875,34.25,,,,0.0052,0.0626,-0.0142,-0.0159,0
30/06/1983,,,,12.25,19.75,,28.5,,,61,,,,,,,31.75,,,,,65.875,,,32.5,,,,0.34375,,19,,,,,,,,,28.75,,,5.03125,,,29.625,31.375,26.5,2.4375,,,,,,,,,17.1875,,,,,,,,,12.875,,,,,,,,,,,,,,,,,,,,,,,,,,31.875,33.75,,,,0.0307,0.0095,-0.0391,0.0178,0
31/07/1983,,,,11.75,22.625,,28.5,,,68,,,,,,,30,,,,,61.125,,,32.5,,,,0.34375,,17,,,,,,,,,27.25,,,4.5625,,,29.875,32.75,32.75,2.8125,,,,,,,,,17.6875,,,,,,,,,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,30.625,33.25,,,,-0.0407,0.0149,0.0562,-0.0313,0
31/08/1983,,,,11.5,25,,29.5,,,65.75,,,,,,,28,,,,,65,,,34.5,,,,0.34375,,17.75,,,,,,,,,26.375,,,5,,,28,36.5,35.25,2.75,,,,,,,,,17.125,,,,,,,,,10.625,,,,,,,,,,,,,,,,,,,,,,,,,,32.625,32.875,,,,-0.005,-0.0427,0.0554,-0.0544,0
30/09/1983,,,,12.5,25.75,,29.4375,,,62,,,,,0.046875,,32.25,,,,,66.25,,,38.25,,,,0.296875,,18.625,,,,,,,,,28.375,,,5.25,,,29.125,37,39.875,2.71875,,,,,,,,,17.75,,,,,,,,,10.625,,,,,,,,,,,,,,,,,,,,,,,,,,35.75,33.875,,,,0.0091,0.0062,0.0101,-0.001,0
31/10/1983,,,,10.75,23.375,,,,3.15625,65.5,,,,,0.046875,,31.375,,,,,68.625,,,33.625,,,,0.296875,,16.75,,,,,,,,,25.625,,,5.25,,,24,40,38,2.5,,,,,,,,,19.3125,,,,,,,,,8,,12.25,,,,,,,,,,,,,,,,,,,,,,,,36.125,31.125,,,,-0.0344,-0.0357,0.0497,-0.0456,0
30/11/1983,,,,11.75,19.375,,,,3.25,66.75,,,,,0.046875,,32.125,,,,,66.75,,,32.375,,,,0.359375,,18.375,,,,,,,,,25.375,,,4.8125,,,24.5,35.375,31.5,3.3125,,,,,,,,,19.4375,,,,,,,,,8,,13.125,,,,,,,,,,,,,,,,,,,,,,,,39.875,31.75,,,,0.0216,0.0202,-0.0073,-0.0009,0
31/12/1983,,,,10.625,20.25,,,,3.3125,65,,,,,,,29.875,,,,,62.5,,,30.875,,,,0.34375,,18,,,,,,,,,27.375,,,5.0625,,,22.25,37.125,29.75,3.0625,,,,,,,,,22.6875,,,,,,,,,8.375,,13.5,,,,,,,,,,,,,,,,,,,,,,,,36.25,32.75,,,,-0.0178,-0.0027,0.017,0.0074,0
31/01/1984,,,,13,19.5,,,,2.75,63.25,,,,,,,29.125,,,,,62.875,,,29.5,,,,0.28125,,15.625,,,,,,,,,29,,,4.4375,,,24.5,38,28.25,3.0625,,,,,,,,,24,,,,,,,,,7.875,,11.625,,,,,,,,,,,,,,,,,,,,,,,,35,31,,,,-0.0192,-0.0037,0.0757,-0.0249,0
29/02/1984,,,,11.625,16.25,,,,2.0625,62.5,,,,,,,27.625,,,,,58.125,,,29.5,,,,0.3125,,17.125,,,,,,,,,27.875,,,4.125,,,23.375,33.375,22.25,3.4375,,,,,,,,,23.4375,,,,,,,,,6.875,,11.5,,,,,,,,,,,,,,,,,,,,,,,,34.25,31.25,,,,-0.0482,-0.0169,0.0334,0.0019,0
31/03/1984,,,,11.5,15.25,,,,1.96875,61.5,,,,,,,25,,,,,57.875,,,32.25,,,,0.265625,,14.75,,,,,,,,,27.875,,,4.1875,,,29.375,34.5,24.25,2.5625,,,,,,,,,27.4375,,,,,,,,,6.125,,12.375,,,,,,,,,,,,,,,,,,,,,,,,34.5,29.75,,,,0.0063,0.0007,0.0047,0.0109,0
30/04/1984,,,,11.5,14.625,,,,1.8125,52,,,,,,,24.75,,,,,60.125,,,32.25,,,,0.1875,,13.75,,,,,,,,,28.125,,,4.3125,,,27.25,34.75,24,2.375,,,,,,,,,27.1875,,,,,,,,,6.5,,11.25,,,,,,,,,,,,,,,,,,,,,,,,34.75,30.75,,,,-0.0051,-0.0116,0.0119,0.0205,0
31/05/1984,,,,11.875,14.25,,,,1.5,50.5,,,,,,,23.5,,,,,60.875,,,29.75,,,,0.09375,7.875,13.5,,,,,,,,,27.375,,,4.125,,,28.5,33.75,22.5,2.1875,,,,,,,,,23.6875,,,,,,,,,6.875,,11.25,,,,,,,,,,,,,,,,,,,,,,,,32.5,29.5,,,,-0.0597,0.0007,0.0029,0.0152,0
30/06/1984,,,,11.625,13.75,,,,1.46875,49.5,,,,,,,24.375,,,,,64.25,,,29,,,,0.09375,6.75,12.375,,,,,,,,,27.625,,,4.34375,,,27.125,33.5,17.75,,,,,,,,,,23.5625,,,,,,,,,8,,10.625,,,,,,,,,,,,,,,,,,,,,,,,33.5,28.8125,,,,0.0182,-0.0031,-0.0266,-0.007,0
31/07/1984,,,,11.625,13.625,,,,0.78125,20,,,,,,,25.5,,,,,64.375,,,30.75,,,,0.140625,6.375,12.625,,,,,,,,,23.125,,,4.3125,,,26,34.125,17.125,,,,,,,,,,22.5625,,,,,,,,,7,,9.125,,,,,,,,,,,,,,,,,,,,,,,,33.875,30.5,,,,-0.0274,-0.0221,0.0033,0.0293,0
31/08/1984,,,,11.625,13.625,,,,0.84375,21.5,,,,,,,25.5,,,,,68.125,,,28.375,,,,0.125,5.875,13.5,,,,,,,,,25.25,,,4.4375,,,28.375,32.5,18.375,,,,,,,,,,22.9375,,,,,,,,,6.75,,10.625,,,,,,,,,,,,,,,,,,,,,,,,37.75,34.5,,,,0.1028,-0.0024,-0.018,-0.0569,0
30/09/1984,,,,11.375,14.5,,,,1.34375,24.25,,,,,,,26.75,,,,,67.875,,,27.25,,,,0.046875,6.5,11.875,,,,,,,,,25.875,,,4.5625,,,25.25,37,16.75,,,,,,,,,,21.375,,,,,,,,,7.375,,10,,,,,,,,,,,,,,,,,,,,,,,,37.25,34.75,,,,-0.008,0.0018,0.0523,0.0367,0
31/10/1984,,,,11.75,15,,,,1,25.5,,,,,,,26.875,,,,,73,,,34.75,,,,0.0625,5.75,11.875,,,,,,,,,26.75,,,4.75,,,24.625,32.25,15.625,,,,,,,,,,22,,,,,,,,,6.75,,11.5,,,,,,,,,,,,,,,,,,,,,,,,37.125,35.625,,,,-0.0084,-0.0123,0.0047,0.0321,0
30/11/1984,,,,11.75,15.625,,,,1.03125,22.5,,,,,,,28.0625,,,,,71.75,,,34.75,,,,0.046875,5.5,11.625,,,,,,,,,26.125,,,4.75,,,24.5,35.375,15.75,,,,,,,,,,20.9375,,,,,,,,,10.75,,12.25,,,,,,,,,,,,,,,,,,,,,,,,37.5,34.375,,,,-0.0176,-0.0063,0.0404,0.017,0
31/12/1984,,,,11.625,16.125,,,,1.5,21.25,,,,,,,27.625,,,,,72.5,,,32.25,,,,0.046875,5.375,11.375,,,,,,,,,26.125,,,5.25,,,24.875,38,17.125,,,,,,,,,,22,,,,,,,,,10,,10.875,,,,,,,,,,,,,,,,,,,,,,,,40.25,34.5,,,,0.0184,-0.0056,-0.0025,0.0154,0
31/01/1985,,,,12.3125,19,,,,1.21875,25.25,,,,,,,31.25,,,,,74.375,,,33.25,,,,,5.5,11.5,,,,,,,,,26.5,,,5.25,,,24.375,40,17.625,,,,,,,,,,22.1875,,,,,,,,,10,,11.375,,,,,,,,,,,,,,,,,,,,,,,,40.625,34.375,,,,0.0799,0.033,-0.0533,-0.069,0
28/02/1985,,,,11.75,15.625,,,,1.28125,26,,,,,,,31.5,,,,,77.5,,,34.375,,,,,6.75,10.75,,,,,,,,,25.375,,,7.1875,,,27.5,38.875,17.25,,,,,,,,,,21.8125,,,,,,,,,10.125,,11.625,,,,,,,,,,,,,,,,,,,,,,,,41.25,35.375,,,,0.0122,0.008,-0.001,0.0182,0
31/03/1985,,,,12.125,15.75,,,,1.34375,25.25,,,,,,,31.625,,,,,80,,,31.875,,,,,7,11,,,,,,,,,31,,,5.9375,,,34.875,38.75,17.375,,,,,,,,,,24.125,,,,,,,,,9,,13.375,,,,,,,,,,,,,,,,,,,,,,,,39.375,35.75,,,,-0.0084,-0.0107,0.0407,0.0168,0
30/04/1985,,,,11.875,15.875,,,,1.09375,25,,,,,,,31.125,,,,,83,,,33,,,,,6.75,11.125,,,,,,,,,29.25,,,6.1875,,,33.75,42.75,19.25,,,,,,,,,,25.5,,,,,,,,,9.625,,15.875,,,,,,,,,,,,,,,,,,,,,,,,41,35.5,,,,-0.0096,0.0015,0.0372,0.0306,0
31/05/1985,,,,11.875,18.5,,,,1.75,27,,,,,,,31.375,,,,,89.875,,,29.25,,,,,5.25,11.875,,,,,,,,,31.875,,,6.3125,,,32.5,43.75,21.625,,,,,,,,,,29.5,,,,,,,,,,,18.125,,,,,,,,,,,,,,,,,,,,,,,,42.625,36.75,,,,0.0509,-0.0222,-0.0094,0.04,0
30/06/1985,,,,11.9375,18.375,,,,1.96875,27,,,,,,,33.375,,,,,31.75,,,28.875,,,,,6,11.125,,,,,,,,,32.375,,,6.3125,,,34.5,43.5,20.375,,,,,,,,,,28.125,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,42.375,38,,,,0.0127,0.0052,0.0041,0.0363,0
31/07/1985,,,,14.3125,20.25,,,,1.4375,28,,,,,,,36.125,,,,,31.5,,,32.75,,,,,6.25,11,,,,,,,,,33.25,,,6.1875,,,29.875,41.5,19.125,,,,,,,,,,28.25,,,,,,,,,,,16.25,,,,,,,,,,,,,,,,,,,,,,,,42.625,39.75,,,,-0.0074,0.0285,-0.016,-0.0394,0
31/08/1985,,,,12.8125,21.75,,,,1.25,29.5,,,,,,,36.75,,,,,31.75,,,34,,,,,6.25,10.75,,,,,,,,,33,,,6.25,,,29.875,42.5,19.25,,,,,,,,,,30.875,,,,,,,,,,,14.375,,,,,,,,,,,,,,,,,,,,,,,,39.75,40.375,,,,-0.0102,-0.0031,0.0228,0.0182,0
30/09/1985,,,,11.875,19.375,,,,0.5625,30,,,,,,,34.5,,,,,32.75,,,34.25,,,,,6,9.625,,,,,,,,,30.625,,,6.5,,,32.75,45,18.375,,,,,,,,,,33.5625,,,,,,,,,,,15.125,,,,,,,,,,,,,,,,,,,,,,,,39.875,40,,,,-0.0454,-0.0159,0.0129,0.0148,0
31/10/1985,,,,11.5,16.75,,,,0.5625,32,,,,,,,33.625,,,,,37,,,35,,,,,5.5,9.125,,,,,,,,,32.5,,,6.5,,,31,48,19.25,,,,,,,,,,35.625,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,44.25,42.5,,,,0.0402,-0.0151,0.0075,0.0488,0
30/11/1985,,,,13.625,18.75,,,,0.21875,32.5,,,,,,,38.75,,,,,36.125,,,54,,,,,4.875,9.25,,,,,,,,,34.25,,,6.375,,,29,43.5,19.875,,,,,,,,,,36.875,,,,,,,,,,,19.125,,,,,,,,,,,,,,,,,,,,,,,,45.5,49.25,,,,0.0648,0.0025,-0.0284,-0.004,0
31/12/1985,,,,15.125,21.625,,,,0.234375,33.5,,,,,,,41.75,,,,,42.25,,,54.625,,,,,5.75,9.75,,,,,,,,,35.25,,,6.3125,,,29.75,48,19.875,,,,,,,,,,37.125,,,,,,,,,,,18.375,,,,,,,,,,,,,,,,,,,,,,,,48,47.5,,,,0.0388,-0.0051,-0.0154,-0.0013,0
31/01/1986,,,,11.5,22.5,,,,0.234375,34,,,,,,,42.5,,,,,41,,,54.125,,,,,5.625,9,,,,,,,,,35.25,,,5.8125,,,29.25,53.25,21.5,,,,,,,,,,40.5,,,,,,,,,,,21.6875,,,,,,,,,,,,,,,,,,,,,,,,47.875,48,,,,0.0065,0.0121,0.0044,0.0296,0
28/02/1986,,,,11.875,25.5,,,,0.171875,38.5,,,,,,,44.5,,,,,44.125,,,55.75,,,,,5.625,8.5,,,,,,,,,37.5,,,5.375,,,27.625,52.75,23,,,,,,,,,,51.125,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,54,48.25,,,,0.0713,-0.0056,-0.0077,0.0278,0
31/03/1986,,,,12.875,27.625,,,,,36.75,,,,,,,49.75,,,,,47.75,,,65.25,,,,,5.75,11.25,,,,,,,,,43.5,,,5.3125,,,30.875,52,26.125,,,,,,,,,,68.0625,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,52.375,49.875,,,,0.0488,-0.0058,-0.0037,0.0245,0
30/04/1986,,,,10.625,28.25,,,,,35,,,,,,,47.375,,,,,46,,,63.25,,,,,5.875,10.875,,,,,,,,,41.375,,,6.125,,,30.25,50,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.125,50.75,,,,-0.0131,0.0278,-0.0286,-0.005,0
31/05/1986,,,,11.5,30.125,,,,,31.5,,,,,,,45.75,,,,,51.125,,,71,,,,,7.625,10.5,,,,,,,,,40.375,,,6.5625,,,25,48.25,28.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.75,51.25,,,,0.0462,-0.0135,-0.0021,0.0202,0
30/06/1986,,,,9.75,31.625,,,,,34.5,,,,,,,56.125,,,,,56.5,,,84,,,,,6.375,10.25,,,,,,,,,39.75,,,8.3125,,,37,50.25,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.625,53.25,,,,0.0103,-0.0095,0.013,0.0516,0
31/07/1986,,,,10.1875,30.125,,,,,36,,,,,,,53.125,,,,,56.25,,,32.75,,,,,6.375,9.625,,,,,,,,,32.125,,,7.3125,,,34.5,52.75,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.25,49.5,,,,-0.0645,-0.0336,0.047,0.018,0
31/08/1986,,,,11.375,26.375,,,,,37.5,,,,,,,51.6875,,,,,54,,,33.75,,,,,6.25,9.875,,,,,,,,,39,,,7.5,,,38.5,53,28.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75,47.5,,,,0.0607,-0.0417,0.0351,-0.0501,0
30/09/1986,,,,11.75,24,,,,,37.5,,,,,,,46.9375,,,,,24.375,,,29.75,,,,,6.125,9.125,,,,,,,,,40.125,,,7.375,,,41.25,54,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.125,45.375,,,,-0.086,0.0236,0.0322,-0.0586,0
31/10/1986,,,,11.375,26,,,,,37.5,,,,,,,50.5,,,,,26.5,,,27.5,,,,,5.375,9.75,,,,,,,,,45,,,7.5625,,,38,51,24.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.625,50.5,,,,0.0466,-0.025,-0.0142,0.0269,0
30/11/1986,,,,11,24.875,,,,,39.75,,,,,,,52.75,,,,,26.375,,,26.5,,,,,5.5,9.25,,,,,,,,,45.375,,,7.1875,,,36,51.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25,50,,,,0.0117,-0.0191,-0.0007,-0.0032,0
31/12/1986,,,,13.25,24,,,,,,,,,,,,52.875,,,,,26.125,,,22.75,,,,,5.5,9.5,,,,,,,,,42.625,,,6.875,,,32.625,45.5,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75,51,,,,-0.0327,0.0013,0.0036,0.004,0
31/01/1987,,,,13,25.625,,,,,,,,,,,,62.25,,,,,32.875,,,23.5,,,,,5.5,9.375,,,,,,,,,54.5,,,8.625,,,33,48.5,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.125,52.5,,,,0.1247,-0.0181,-0.0316,0.021,0
28/02/1987,,,,13.75,25.125,,,,,,,,,,,,65,,,,,33.25,,,28.875,,,,,5.5,13.25,,,,,,,,,59.875,,,7.125,,,31.375,53.25,27.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.75,64,,,,0.0439,0.0349,-0.0591,-0.0217,0
