date,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,ALEC,AMB,AP,AT,BACA,BAS,BBR,BBRL,BEAM,BF,BFD,BJD,BREW,BRH,BTLR,BUD,CAR,CCU,CCUUY,CD,CDG,CDL,CE,CEDC,CEQ,CFB,CFN,CGAS,CHLN,CITA,CKB,CLBGA,CLCH,CLDR,CN,CNB,CNBT,CREG,CU,CUCD,CUE,CUEI,DCD,DCS,DEAL,DEO,DIL,DR,DRE,DWP,FAL,FALB,FO,FTRI,GAMA,GBL,GDS,GENBB,GGE,GHB,GRM,GWT,HAN,HBL,HIR,HIRE,HOOK,HTC,HTCC,HTNA,JACQ,KNBWY,LDCO,LONE,LQU,MDI,MGPI,MLB,MWGP,NBW,NDC,NDTA,NRD,OLYB,PABT,PFB,PFFB,PTBC,RAIN,RCI,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SEB,SFR,SFS,SH,SLZ,SMS,SNMA,STCO,STL,STN,STU,STZ,SWAY,SXC,TAP,TFI,THTR,TYLR,URS,VCGH,VCO,VO,WINEA,WINEB
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,0.17,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.31675,,,,,,,,0.31975,,,,,,,,,,,,,,,0.28,0.0688,,,,,,,,
2010-12-31,,,0.0,,,0.51,,,,,,,,,,,,,1.0,,,,,,,,0.61761,,,,,,,,,,,,,,,,,,,,,0.2914,,,,,0.022,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.26351,6.0,,,,,,,,0.09,,,,,,,0.14239,,,,,0.12493,0.876,,
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.11,,,,,,0.31296,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,0.17,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.26797,,,,,,,,,,,,,,,0.28,0.04905,,,,,,,,
2011-03-31,,,0.33501,,,0.4,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99597,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.36142,,0.11,,,,,,0.20103,,,,,,,,,0.09,,,,,,,0.06743,,,,,0.12634,0.01,,
2011-04-29,,,,,,,,,,,,,,,,,,,,,,,,,1.15808,,0.72738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.43461,,,,,,,,,,,,,,,,0.06607,,,,2.25,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,0.19,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.34503,,,,,,,,,,,,,,,,0.07306,,,,,0.5814,,,
2011-06-30,,,0.00893,,,0.4,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2837,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.36203,,0.11,,,,,,0.32191,,,,,,,,,0.09,,,,,,0.32,0.06553,,,,,,,,
2011-07-29,,,0.15857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.40925,,,,,,,,,,,,,,,,0.06585,,,,,,,,
2011-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,0.19,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.40115,,,,,,,,,,,,,,,0.32,0.06554,,,,,,,,
2011-09-30,,,,,,0.4,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63085,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,0.05,,,0.068,,,,,,,,,,0.3557,,0.11,,,,,,0.39187,,,,,,,,,0.09,,,,,,,0.0652,,,,,0.12956,,,
2011-10-31,,,0.05482,,,,,,,,,,,,,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.35272,,,,,,,,,,,,,,,,0.06518,,,,,,,,
2011-11-30,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,1.0,,,0.3125,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.22847,,,,,,,,,,,,,,,0.32,0.06227,,,,,,,,
2011-12-30,,,,,,0.4,,,,,,,,,,,,,0.35,,,,,,,,0.5998,,,,,,,,,,,,,,,,,,,,,1.0717,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.3469,,,,,,,,0.2992,,,,,,,,,0.09,,,,,,,0.06685,,,,,0.11527,0.966,,
2012-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.15,,,,,,0.36342,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-29,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04819,,,0.17,,,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.30517,,,,,,,,,,,,,,,,0.06113,,,,,,,,
2012-03-30,,,0.10542,,,0.4,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,0.05,,,0.068,,,,,,,,,,0.39872,,,,,,,,0.28089,,,,,,,,,0.09,0.15044,,,,,0.32,0.06187,,,0.2,,0.12214,0.008,,
2012-04-30,,,,,,,,,,,,,,,,,,,,,,,,,1.5738,,0.78468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.15,,,,,,0.41887,,,,,,,,,,,,,,,,0.05997,,,,,,,,
2012-05-31,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.25815,,,,,,,,,,,,,,,0.32,0.06045,,,,,0.70103,,,
2012-06-29,,,0.05893,,,0.4,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.38376,,,,,,,,0.349,,,,,,,,,0.09,0.14962,,,,,,0.05692,,,0.2,,,,,
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.15,,,,,,0.37365,,,,,,,,,,,,,,,,0.05831,,,,,,,,
2012-08-31,,,,,,,,,,,,,,,,,,0.205,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.33762,,,,,,,,,,,,,,,0.32,0.05769,,,,,,,,
2012-09-28,,,,,,0.4,,,,,,,,,,,,,0.23333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3206,,,,,,,1.70836,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.40528,,,,,,,,0.24781,,,,,,,,,0.09,0.14889,,,,,,0.05683,,,0.2,,0.12688,,,
2012-10-31,,,0.05399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.15,,,,,,0.23205,,,,,,,,,,,,,,,,0.057,,,,,,,,
2012-11-30,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,2.2,,,0.3125,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.32546,,,,,,,,,,,,,,,0.32,0.05514,,,,,,,,
2012-12-31,,,0.05251,,,0.4,,,,,,,,,,,,,4.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.40028,,,,,,,,0.20881,3.0,,,,,,,,0.09,0.15003,,,,,,0.27902,,,0.2,,0.12579,1.154,,
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.2,,,,,,0.25115,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,,,,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12721,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.33442,,,,,,,,,,,,,,,0.32,0.05222,,,,,,,,
2013-03-28,,,0.00028,,,0.41,,,,,,,,,,,,,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0462,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,0.05,,,0.068,,,,,,,,,,0.42371,,,,,,,,0.25441,,,,,,,,,0.09,0.16228,,,,,,0.05483,,,0.21,,0.12732,0.019,,
2013-04-30,,,,,,,,,,,,,,,,,,,,,,,,,2.21306,,0.04908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.2,,,,,,0.44058,,,,,,,,,,,,,,,,0.05175,,,,,,,,
2013-05-31,,,,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.352,,,,,,,,,,,,,,,0.32,0.05215,,,,,0.30128,,,
2013-06-28,,,,,,0.41,,,,,,,,,,,,,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2072,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.42627,,,,,,,,0.24428,,,,,,,,,0.09,0.16452,,,,,,0.05091,,,0.21,,,,,
2013-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.2,,,,,,0.30479,,,,,,,,,0.09,,,,,,,0.052,,,,,,,,
2013-08-30,,,,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79252,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.44969,,,,,,,,,,,,,,,0.32,0.05048,,,,,,,,
2013-09-30,,,0.29257,,,0.41,,,,,,,,,,,,,0.255,,,,,,,,4.2577,,,,,,,,,,,,,,,,,,,,,0.2009,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.41982,,,,,,,,0.31073,,,,,,,,,,0.16058,,,,,,0.05071,,,0.21,,0.11834,,,
2013-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.2,,,,,,0.39401,,,,,,,,,0.09,,,,,,,0.05071,,,,,,,,
2013-11-29,0.0,,,,,,,,,,,,,,,,,0.225,,,,,,,0.8157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.36308,,,,,,,,,14.8596,,,,,,0.32,0.0491,,,,,,,,
2013-12-31,,,,,,0.41,,,,,,,,,,,,,0.29,,,,,,,,0.2359,,,,,,,,,,,,,,,,,,,,,0.0339,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.40922,,0.21,,,,,,0.21731,,,,,,,,,,0.15751,,,,,,0.1415,,,0.21,,0.11248,1.274,,
2014-01-31,0.06525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.36228,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29858,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.272,,,,,,,,,,,,,,,0.37,0.04932,,,,,,,,
2014-03-31,,,,,,0.43,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0966,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,0.05,,,0.068,,,,,,,,,,0.41174,,,,,,,,0.19883,,,,,,,,,,0.16614,,,,,,0.04891,,,0.22,,0.08802,0.024,,
2014-04-30,0.05668,,,,,,,,,,,,,,,,,,,,,,,,1.99984,,0.37219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.21,,,,,,0.42267,,,,,,,,,,,,,,,,0.04783,,,,,,,,
2014-05-30,,,,,,,,,,,,,,,,,,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.39808,,,,,,,,,,,,,,,0.37,0.04901,,,,,0.3485,,,
2014-06-30,0.00028,,,,,0.43,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1125,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.41942,,,,,,,,0.42298,,,,,,,,,,0.16992,,,,,,0.04726,,,0.22,,,,,
2014-07-31,0.04491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.21,,,,,,0.25364,,,,,,,,,,,,,,,,0.04829,,,,,,,,
2014-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15804,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.38632,,,,,,,,,,,,,,,0.37,0.04704,,,,,,,,
2014-09-30,,,,,,0.43,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2155,,,,,,,2.06349,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.41617,,,,,,,,0.3817,,,,,,,,,,0.1695,,,0.14,,,0.04743,,,0.22,,0.10129,,,
2014-10-31,0.09254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.21,,,,,,0.46947,,,,,,,,,,,,,,,,0.0483,,,11.58,,,,,
2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,1.2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.35393,,,,,,,,,,0.0,,,,0.0585,0.37,0.04595,,,,,,,,
2014-12-31,,,,,,0.45,,,,,,,,,,,,,0.315,,,,,,,,0.20466,,,,,,,,,,,,,,,,,,,,,0.171,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.39958,,0.22,,,,,,0.17589,,,,,,,,,,0.08121,,,0.14,,,0.0468,,,,,0.09759,1.569,,
2015-01-30,0.03722,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.52619,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.28281,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30101,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.27708,,,,,,,,,,,,,,,0.41,0.04701,,,,,,,,
2015-03-31,0.0313,,,,,0.45,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,10.99844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,0.06,,,0.068,,,,,,,,,,0.38314,,0.22,,,,,,0.44414,,,,,,,,,,0.06771,,,0.14,0.0585,,0.05013,,,,,0.09356,0.027,,
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,2.1736,,0.31855,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.27658,,,,,,,,,,,,,,,,0.04639,,,,,,,,
2015-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.22925,,,,,,,,,,,,0.28,,0.075,0.41,0.04735,,,,,0.49229,,,
2015-06-30,0.03307,,,,,0.465,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.3878,,0.22,,,,,,0.21873,,,,,,,,,,0.08761,,,0.14,,,0.04626,,,,,,,,
2015-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.18255,,,,,,,,,,,,,,,0.41,0.04776,,,,,,,,
2015-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1148,,,,,,,,,,,,,,,,,,,,,,,,2.17692,,,0.17,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.3312,,,,,,,,,,,,0.28,,0.15,,0.04648,,,,,,,,
2015-09-30,0.03576,,,,,0.465,,,,,,,,,,,,,0.315,,,,,,,,,,,,0.12196,,,,,,,,,,,,,,,,,0.0313,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.36199,,0.22,,,,,,0.35285,,,,,,,,,,0.0797,,,0.19,,,0.0458,,,,,0.0872,1.13,,
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.19259,,,,,,,,,,,,,,,,0.04652,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,1.7704,,,,,,0.0368,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.27481,,,,,,,,,,,,0.28,,0.15,0.41,0.04564,,,,,,,,
2015-12-31,0.03828,,,,,0.465,,,,,,,,,,,,,0.34,,,,,,,,0.18545,,,,0.14247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0867,,0.07,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.35437,,,,,,,,0.04261,,,,,,,,,,0.07974,,,0.19,,,0.02329,,,,,0.08447,0.609,,
2016-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.23,,,,,,0.27597,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,0.02734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12477,,,,,,,,,,,,,,,,,,,,,,,,1.30004,,,0.18,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.13361,,,,,,,,,,,,0.28,,,,0.04515,,,,,,,,
2016-03-31,,,,,,0.465,,,,,,,,,,,,,0.34,,,,,,,,,,,,0.17089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133,,0.02,,,,,,,,,,,,,,,,,,,,,0.08,,,0.068,,,,,,,,,,0.35982,,0.23,,,,,,0.13771,,0.22,,,,,,,,0.08212,,,,,0.41,0.0,,,,,0.08818,0.282,,
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,2.2632,,0.28106,,,,0.10157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,0.13858,,,,,,,,,,,,,,,,0.08798,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1005,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.18,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,0.16435,,,,,,,,,,,,0.36,,,,0.09044,,,,,0.55525,,,
2016-06-30,,,,,,0.48,,,,,,,,,,,,,0.34,,,,,,,,,,,,0.10404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,0.375,,0.23,,,,,,0.10262,,0.22,,0.0,,,,,,0.08755,,,,,0.41,0.08685,,,,,,0.469,,
2016-07-29,0.03934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.062,,,,,,,,,,,,,,,,,,0.13457,,,,,,,,,,,,,,,,0.08904,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,0.1068,,,,,,,,,,,,,,,,,,,,,,,,1.92516,,,0.18,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,0.02,,,0.062,,,,,,,,,,,,,,,,,,0.13527,,,,,,,,,,,,0.36,,,0.41,0.08515,,,,,,,,
2016-09-30,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,0.09576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1151,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,0.37223,,0.23,,,,,,0.21635,,0.22,,,,,,,,0.0864,,,,,,0.08512,,,,,0.1043,0.508,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,,,,,,,0.23324,,,,,,,,,,,,,,,,0.08717,,,,,,,,
2016-11-30,0.05144,,,,,,,,,,,,,,,,,,0.1825,,,,,,1.74896,,,,,,0.07838,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,0.02,,,0.062,,,,,,,,,,,,,,,,,,0.11702,,,,,,,,,,,,0.36,,,0.41,0.08327,,,,,,,,
2016-12-30,0.06713,,,,,0.495,,,,,,,,,0.0,,,,,,,,,,,,0.20377,,,,0.16891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0898,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,0.35731,,,,,,,,0.14474,,0.22,,,,,,,,0.08383,,,,,,0.08733,,,,,0.10667,0.648,,
2017-01-31,0.02132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,,,,,,,,,0.24,,,,,,0.21332,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06037,,,,,,,,,,,,,,,,,,,,,,,,1.19156,,,0.19,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,0.04,,,0.0512,,,,,,,,,,,,,,,,,,0.19293,1.5,,,,,,,,,,,0.36,,,0.41,0.08669,,,,,,,,
2017-03-31,,,,,,0.495,,,,,,,,,,,,,0.1825,,,,,,,,,,,,0.08021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0516,,0.02,,,17.42509,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,0.3572,,,,,,,,0.13745,,0.22,,,,,,,,0.09498,,,,,,0.09296,,,,,0.1044,0.461,,
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33101,,,,0.15786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0512,,,,,,,,,,,,0.24,,,,,,0.34231,,,,,,,,,,,,,,,,0.08672,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,2.19275,,,,,,0.06721,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.0512,,,,,,,,,,,,,,,,,,0.16798,1.5,,,,,,,,,,,0.47,,,0.41,0.08959,,,,,0.50224,,,
