date,ABEV,ABUD,ABV,ABW,ACCOB,ADC,ADSO,AED,AFTI,ALEC,AMB,AP,AT,BACA,BAS,BBR,BBRL,BEAM,BF,BFD,BJD,BREW,BRH,BTLR,BUD,CAR,CCU,CCUUY,CD,CDG,CDL,CE,CEDC,CEQ,CFB,CFN,CGAS,CHLN,CITA,CKB,CLBGA,CLCH,CLDR,CN,CNB,CNBT,CREG,CU,CUCD,CUE,CUEI,DCD,DCS,DEAL,DEO,DIL,DR,DRE,DWP,FAL,FALB,FO,FTRI,GAMA,GBL,GDS,GENBB,GGE,GHB,GRM,GWT,HAN,HBL,HIR,HIRE,HOOK,HTC,HTCC,HTNA,JACQ,KNBWY,LDCO,LONE,LQU,MDI,MGPI,MLB,MWGP,NBW,NDC,NDTA,NRD,OLYB,PABT,PFB,PFFB,PTBC,RAIN,RCI,RG,RGLD,RKY,ROX,RUM,RUP,SAM,SBR,SEB,SFR,SFS,SH,SLZ,SMS,SNMA,STCO,STL,STN,STU,STZ,SWAY,SXC,TAP,TFI,THTR,TYLR,URS,VCGH,VCO,VO,WINEA,WINEB
2004-05-28,,,,,,,,,,,,,,,,,,,,0.16,,,,,0.22,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.46,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0507,,0.0625,0.04,,0.08741,,,,,,,,,,0.205,,,,,0.2452,,,,,,,,,,,,,,,,,,,,,0.406,,,
2004-06-30,,,,,,0.485,,0.41276,,,,,,,,,,,0.2125,,,,,,,,0.1,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,0.0589,,,,,,,,0.0625,,,,,,0.2,,,,,0.03647,0.0375,,,,,,0.20698,0.75,,,,,,,,0.19,,,,,,,,,,,,,,,
2004-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16226,,0.0,,,0.0625,,,,,,,,,,,,,,,,,,0.22614,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-31,,,,,,,,,,,,,,,,,,,,0.16,,,,,0.245,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.465,,,,0.33,,,,,,,,,,0.47741,,,,,,,,,,,,,,,,,0.0625,0.04,,0.09037,,,,,,,,,,0.205,,,,,0.23616,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,0.064,,,0.49,,,,,,,,,,,,,0.2125,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2165,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,0.2,,,,,,0.0375,,,,,,0.29537,0.75,,,,,,,,0.19,,,,,,,,,,,,0.1663,,,
2004-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,0.0625,,,,,,,,,,,,,,,,,,0.26336,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-30,,,,,,,,,,,,,,,,,,,,0.16,,,,,0.245,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.465,,,,0.33,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.04,,0.09775,,,,,,,,,,0.205,,,,,0.2049,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,,,,,0.49,,,,,,,,,,,,,0.245,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,0.23289,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,0.06226,,,,,,0.1278,,0.0625,,,,,,0.2,,,,,0.0418,,,,,,,0.23937,0.75,,,,,,,,0.19,,,,,,,,,,,,0.1777,0.641,,
2005-01-31,,,0.3587,,,,,0.71558,,,,,,,,,,,,45.0483,,,,,,,,,,,,,,,,,,,,,,,,,0.1525,,,0.01864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.05,,,,,,0.23163,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-28,,,,,,,,,,,,,,,,,,,,,,,,,0.245,,,,0.09,,,,,,,,,14.25,,,,,,,,,,,,,,,0.325,,,,,0.465,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.09656,,,,,,,,,,,,,,,0.2614,,,,,,,,,,,,,,,0.32,,,,,,,,,
2005-03-31,,,,,,0.49,,,,,,,,,,,,,0.245,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8601,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,0.15,,,,,,,,,,,,0.2035,0.75,,,,,,,,0.19,,,,,,,,,,,,0.1697,,,
2005-04-29,,,,,,,,,,,,,,,,,,,2.272,,,,,,,,,,,,,,,,,,,,,,,,,,0.1525,,,0.0715,,,,,,,,,,,,,,,,,,,,,,,,1.2183,,,,,,,,,,,,,,,,,0.0625,,,0.09687,,,,,,,,,0.05,,,,,,0.3391,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-31,,,,,,,,,,,,,,,,,,,,,,,,,0.245,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.465,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,0.0587,,0.0625,,,,,,,,,,,,,,,,,,0.23516,,,,,,,,,,,,0.0,,,0.32,,,,,,0.5637,,,
2005-06-30,,,0.0,,,0.49,,0.4966,,,,,,,,,,,0.245,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,0.06349,,,,,,,,0.0625,,,,,,0.15,,,,,0.04033,,,,,,,0.25678,0.75,,,,,,,,0.19,,,,,,,,,,,,,,,
2005-07-29,,,,,,,,37.89058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.314,,,5.91702,,0.0625,,,,,,,,,,,,0.05,,,,,,0.28078,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-31,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.47,,0.09802,,0.36,,,,,,,,,,0.52034,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,0.31653,,,,,,,,,,,,,,,0.32,,,,,,,,,
2005-09-30,,,0.14257,,,0.49,,,,,,,,,,,,,0.245,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34337,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,0.15,,,0.0625,,,,,,0.15,,,,,,,,,,,,0.31159,0.75,,,,,,,,0.19,,,,,,,,,,,,0.23206,,,
2005-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.05,,,,,,0.28446,,,,,,,,,,,,,,,,,,,,,0.0,,,
2005-11-30,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,0.11,,0.18,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,1.05,,0.10109,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,0.34556,,,,,,,,,0.0,,,,,,0.32,,,,,,,,,
2005-12-30,,,0.32532,,,0.49,,,,,,,,,,,,,0.28,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,0.28678,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,0.06349,,,,,,,,0.0625,,,,,,0.15,,,,,0.06523,,,,,,,0.36531,0.75,,,,,,,,0.19,,,,,,,,,,,,0.09652,0.753,,
2006-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05937,5.66855,,,,,,,,,,,0.055,,,,,,0.41419,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.47,,0.10416,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05937,,,,,,,,,,,,,,,,,,0.43431,,,,,,,,,,,,,,,0.32,,,,,,,,,
2006-03-31,,,0.26201,,,0.49,,,,,,,,,,,,,0.28,,,,,,,,0.1875,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,0.83195,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05937,,,,,,0.17,,,,,,,,,28.37,,,0.28242,0.75,,,,,,,,0.19,,,,,,,,,,,,0.09645,,,
2006-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,0.65475,,,,,,,,,,,,,,,,,,,,,,,,1.2398,,,,,,,,,,,,,,,,,0.05937,,,,,,,,,,,,0.055,,,,,,0.48123,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-31,,,,,,,,,,,,,,,,,,,2.5342,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.47,,0.10759,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05937,,,,,,,,,,,,,,,,,,0.24292,,,,,,,,,,,,,,0.0,0.32,,,,,,0.11636,,,
2006-06-30,,,0.27981,,,0.49,,,,,,,,,,,,,0.28,,,,,,,,0.1875,,,,0.18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,0.06796,,,,,,,,0.05937,,,,,,0.17,,,,,0.06628,,,,,,,0.34031,0.75,,,,,,,,0.19,,,,,,,,,,,,,,,
2006-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,0.66495,,,,,,,,,,,,,,,,,,,,,,,,0.7012,,,,,0.05937,,,,,,,,,,,,0.055,,,,,,0.37996,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-31,,,,,,,,,,,,,,,,,,,,,,,,,0.295,,,,6.37,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.475,,,,0.39,,,,,,,,,,0.60575,,,,,,,,,,,,,,,,,0.05937,,,,,,,,,,,,,,,,,,0.34502,,,,,,,,,,,,,,,0.32,,,,,,,,,
2006-09-29,,,0.29875,,,0.49,,,,,,,,,,,,,0.28,,,,,,,0.0,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43387,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,0.2,,,0.05937,,,,,,0.17,,,,,,,,,,,,0.38496,0.75,,,,,,,,0.19,,,,,,,,,,,,0.09337,,,
2006-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05937,,,,,,,,,,,,0.055,,,,,,0.27953,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-30,,,,,,,,,,,,,,,,,,,0.3025,,,,,,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.475,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05856,,,,,,,,,,,,,,,,,,0.46741,,,,,,,,,,,,,,,0.32,,,,,,,,,
2006-12-29,,,0.36821,,,0.49,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,0.33304,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05856,,,,,,0.17,,,,,0.0696,,,,,,,0.18446,0.75,,,1.15854,,,,,0.19,,,,,,,,,,,,0.09241,0.973,,
2007-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05856,,,,,,,,,,,0.0,0.065,,,,,,0.28375,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-28,,,,,,,,,,,,,,,,,,,,,,,,,0.295,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.475,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05856,,,,,,,,,,,,,,,,,,0.29173,,,,,,,,,,,,,,,0.32,,,,,,,,,
2007-03-30,,,0.27118,,,0.49,,,,,,,,,,,,,0.3025,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98065,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,0.1,,,0.05856,,,,,,0.19,,,,,0.03416,,,,,,,0.23765,0.75,,,0.44189,,,,,0.19,,,,,,,,,,,,0.09279,0.017,,
2007-04-30,,,,,,,,,,,,,,,,,,,1.6533,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,0.73575,,,,,,,,,,,,,,,,,,,,,,,,1.50201,,,,,,,,,,,,,,,,,0.05856,,,,,,,,,,,,0.065,,,,,,0.31552,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-31,,,,,,,,,,,,,,,,,,,,0.475,,,,,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.475,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05856,,,,,,,,,,,,,,,,,,0.34042,,,,,,,,,,,,,,,0.32,,,,,,0.05714,,,
2007-06-29,,,0.16757,,,0.49,,,,,,,,,,,,,0.3025,,,,,,,,0.1875,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05856,,,,,,0.19,,,,0.1179,,,,,,,,0.27977,0.75,,,0.51707,,,,,0.19,,,,,,,,,,,,,,,
2007-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.05856,,,,,,,,,,,,0.065,,,,,,0.33857,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-31,,,,,,,,,,,,,,,,,,,0.3025,0.475,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.48,,,,0.42,,,,,,,,,,109.216,,,,,,,,,,,,0.91636,,,,,0.05329,,,,,,,,,,,,,,,,,,0.39044,,,,,,,,,,,,,,,0.32,,,,,,,,,
2007-09-28,,,0.5988,,,0.49,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62433,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,0.15,,,0.05329,,,,,,0.19,,,,0.11842,,,,,,,,0.3023,0.75,,,0.79171,,,,,0.19,,,,,,,,,,,,0.0958,,,
2007-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,0.065,,,,,,0.43,,,,,,,,,,,,,,,0.0,0.03636,,,,,,,,
2007-11-30,,,,,,,,,,,,,,,,,,,,0.475,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.48,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,,,,,,,0.37309,,,,,,,,,,,,,,,0.16,0.07239,,,,,,,,
2007-12-31,,,0.28896,,,0.5,,,,,,,,,,,,,0.34,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,0.19,,,,0.12441,,,,,,,,0.26724,0.75,,,0.56438,,,,,0.19,,,,,,,0.08298,,,,,0.10237,1.008,,
2008-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,0.48654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,0.07,,,,,,0.3311,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-29,,,,,,,,,,,,,,,,,,,,0.475,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.48,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,,,,,,,0.48204,,,,,,,,,,,,,,,0.16,0.0573,,,,,,,,
2008-03-31,,,,,,0.5,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03535,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,0.1,,,0.05329,,,,,,,,,,0.2536,,,,,,,,0.37389,0.75,,,0.25508,,,,,0.19,,,,,,,0.06969,,,,,0.11441,0.018,,
2008-04-30,,,0.23559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,1.12502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,0.07,,,,,,0.42094,,,,,,,,,,,,,,,,0.06414,,,,,,,,
2008-05-30,,,,,,,,,,,,,,,,,,,,0.475,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.48,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,0.24716,,,,,,,,0.49698,,,,,,,,,,,,,,,0.2,0.07064,,,,,0.47633,,,
2008-06-30,,,0.00734,,,0.5,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10653,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,,,,,,,0.4854,0.75,,,0.19954,,,,,0.19,,,,,,,0.06894,,,,,,,,
2008-07-31,,,0.24251,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,0.07,,,,,,0.55702,,,,,,,,,,,,,,,,0.0696,,,,,,,,
2008-08-29,,,,,,,,,,,,,,,,,,,,0.475,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,,,,,0.485,,,,0.44,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,0.23883,,,,,,,,0.68973,,,,,,,,,,,,,,,0.2,0.07097,,,,,,,,
2008-09-30,,,0.20151,,,0.5,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55257,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,,,,,,,0.64875,0.75,,,0.18097,,,,,0.19,,,,,,,0.0705,,,,,0.08826,,,
2008-10-31,,,,,,,,,,,,,,,,,,,11.4925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,0.07,,,,,,0.58396,,,,,,,,,,,,,,,,0.07121,,,,,,,,
2008-11-28,,,,,,,,,,,,,,,,,,,,0.475,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,0.485,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,0.19816,,,,,,,,0.65309,,,,,,,,,,,,,,,0.2,0.07186,,,,,,,,
2008-12-31,,,,,,0.5,,,,,,,,,,,,,0.2875,,,,,,,,0.34892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,0.08,,,,,,0.31328,0.75,,,11.9814,,,,,0.19,,,,,,,0.07373,,,,,0.07868,0.911,,
2009-01-30,,,0.16414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,,,,,,,0.4155,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-27,,,,,,,,,,,,,,,,,,,,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,,,,,0.25,,,,0.44,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,0.05329,,,,,,,,,,,,,,,,,,0.25441,,,,,,,,,,,,,,,0.2,0.06704,,,,,,,,
2009-03-31,,,,,,0.5,,,,,,,,,,,,,0.2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79185,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,0.22497,,,,,,,,0.21205,0.75,,,,,,,,0.19,,,,,,,0.07223,,,,,0.08182,0.033,,
2009-04-30,,,0.18885,,,,,,,,,,,,,,,,,,,,,,,,0.90026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,0.08,,,,,,0.23787,,,,,,,,,,,,,,,,0.07096,,,,,,,,
2009-05-29,,,,,,,,,,,,,,,,,,,,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,0.17,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,0.24927,,,,,,,,0.20948,,,,,,,,,,,,,,,0.24,0.07124,,,,,0.40066,,,
2009-06-30,,,0.02938,,,0.5,,,,,,,,,,,,,0.2875,,,,,,,,0.12094,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.05329,,,,,,,,,,,,0.08,,,,,,0.18276,0.75,,,,,,,,0.19,,,,,,,0.06997,,,,,0.01954,,,
2009-07-31,,,0.20205,,,,,,,,,,,,,,,,,10.29196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,0.29014,,,,,,,,,,,,,,,,0.07182,,,,,,,,
2009-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.17,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,0.19117,,,,,,,,,,,,,,,0.24,0.07119,,,,,,,,
2009-09-30,,,0.15239,,,0.51,,,,,,,,,,,,,0.2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44531,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,0.26298,,0.08,,,,,,0.23673,0.75,,,,,,,,0.09,,,,,,,0.07045,,,,,0.0907,,,
2009-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,,,,,,,,,0.24321,,,,,,,,,,,,,,,,0.07103,,,,,,,,
2009-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.17,,,,0.19,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.059,,,,,,,,,,0.2755,,,,,,,,0.19566,,,,,,,,,,,,,,,0.24,0.06988,,,,,,,,
2009-12-31,,,0.30025,,,0.51,,,,,,,,,,,,,0.3,,,,,,,,0.0879,,,,,,,,,,,,,,,,,,,,,,,,,,0.161,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.09,,,,,,0.12267,0.75,,,,,,,,0.09,,,,,,,0.07362,,,,,0.0994,0.697,,
2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.31518,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.17,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.28526,,,,,,,,,,,,,,,0.24,0.06745,,,,,,,,
2010-03-31,,,0.25074,,,0.51,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91606,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.30861,,0.09,,,,,,0.18204,0.75,,,,,,,,0.09,,,,,,,0.07247,,,,,0.09656,0.01,,
2010-04-30,,,,,,,,,,,,,,,,,,,,,,,,,0.52375,,1.34541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.47982,,,,,,,,,,,,,,,,0.07051,,,,,,,,
2010-05-28,,,0.00243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.17,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,0.31275,,,,,,,,0.3222,,,,,,,,,,,,,,,0.28,0.07072,,,,,0.58595,,,
2010-06-30,,,,,,0.51,,,,,,,,,,,,,0.3,,,,,,,,0.09539,,,,,,,,,,,,,,,,,,,,,0.0582,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,0.09,,,,,,0.23659,0.75,,,,,,,,0.09,,,,,,,0.07034,,,,,,,,
2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.36179,,,,,,,,,,,,,,,,0.07044,,,,,,,,
2010-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.17,,,,0.19,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.33031,,,,,,,,,,,,,,,0.28,0.07035,,,,,,,,
2010-09-30,,,0.56227,,,0.51,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46377,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,0.05,,,0.068,,,,,,,,,,0.30881,,0.09,,,,,,0.28379,0.75,,,,,,,,0.09,,,,,,,0.07022,,,,,0.12379,,,
2010-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,0.32425,,,,,,,,,,,,,,,,0.06933,,,,,,,,
